module,family,selected_units,svd_foba_relative_error,svd_relative_error,swd_relative_error,svd_error_over_foba,swd_error_over_foba,relative_error_reduction_vs_svd,fraction_inputs_improved,mean_accepted_swaps,swd_best_sparsity
h.0.attn.k_proj,attention,1,0.5373891592025757,0.6842256784439087,0.8355777859687805,1.2732405682675507,1.5548839638088026,0.2146024679682792,0.62060546875,0.4931640625,0.82
h.0.attn.k_proj,attention,2,0.5014045834541321,0.6170588135719299,0.7671068906784058,1.2306604964020593,1.529915991979718,0.1874282119856897,0.74072265625,0.88916015625,0.82
h.0.attn.k_proj,attention,4,0.4800375699996948,0.5581023693084717,0.7184175252914429,1.1626222699794653,1.496586038655057,0.13987541283063298,0.7431640625,0.94189453125,0.82
h.0.attn.k_proj,attention,8,0.4521908462047577,0.5009886026382446,0.6766050457954407,1.1079140739867845,1.4962820487725341,0.09740292728520006,0.60302734375,0.73095703125,0.82
h.0.attn.k_proj,attention,12,0.4306490123271942,0.4674386978149414,0.6519182324409485,1.0854284682761457,1.513804081235511,0.07870483479378554,0.68359375,0.67822265625,0.82
h.0.attn.k_proj,attention,16,0.41315656900405884,0.44278618693351746,0.6325770616531372,1.0717152289285459,1.5310831513050995,0.06691631040854351,0.6591796875,0.71435546875,0.82
h.0.attn.k_proj,attention,24,0.3853030800819397,0.4047510027885437,0.6015067100524902,1.050474350483957,1.561126139776957,0.04804910320818723,0.58447265625,0.4638671875,0.82
h.0.attn.k_proj,attention,32,0.35965168476104736,0.37517786026000977,0.5767439007759094,1.0431700341103032,1.6036179593016453,0.041383506713861706,0.55810546875,0.38623046875,0.82
h.0.attn.k_proj,attention,48,0.31845080852508545,0.32980653643608093,0.5359736084938049,1.0356592842818955,1.6830656231528596,0.03443148226747261,0.52783203125,0.33251953125,0.82
h.0.attn.k_proj,attention,64,0.28655341267585754,0.2945714592933655,0.5025830268859863,1.0279809845663146,1.7538895181628718,0.027219360072228582,0.45849609375,0.24462890625,0.3
