module,family,selected_units,svd_foba_relative_error,svd_relative_error,swd_relative_error,svd_error_over_foba,swd_error_over_foba,relative_error_reduction_vs_svd,fraction_inputs_improved,mean_accepted_swaps,swd_best_sparsity
h.0.attn.v_proj,attention,1,0.7652121186256409,0.9100473523139954,0.9634564518928528,1.1892746209358076,1.2590710842678088,0.15915131593985643,0.9404296875,0.64111328125,0.82
h.0.attn.v_proj,attention,2,0.7414920330047607,0.8574714064598083,0.9449431300163269,1.1564135126105974,1.2743806918425244,0.13525742384097073,0.96044921875,0.92822265625,0.82
h.0.attn.v_proj,attention,4,0.7169121503829956,0.8010242581367493,0.9211506843566895,1.1173255435952907,1.2848864172054884,0.10500569352219824,0.90087890625,1.11865234375,0.82
h.0.attn.v_proj,attention,8,0.6780105829238892,0.7425827383995056,0.8906095623970032,1.0952376808001316,1.313562921918255,0.0869561762434572,0.9111328125,1.1962890625,0.82
h.0.attn.v_proj,attention,12,0.6500711441040039,0.7047035098075867,0.8680081963539124,1.0840405949396243,1.3352510786343117,0.0775253208523109,0.919921875,1.36962890625,0.82
h.0.attn.v_proj,attention,16,0.6270727515220642,0.6740399599075317,0.8489301800727844,1.074899137733965,1.353798547317223,0.06968015426253171,0.95703125,1.353515625,0.82
h.0.attn.v_proj,attention,24,0.5874128937721252,0.6250890493392944,0.8164702653884888,1.064139136145324,1.389942703071175,0.06027326123692622,0.92431640625,1.43408203125,0.82
h.0.attn.v_proj,attention,32,0.5542773604393005,0.5859025716781616,0.789527177810669,1.057056653394243,1.4244261702930059,0.05397691146546624,0.92333984375,1.46923828125,0.82
h.0.attn.v_proj,attention,48,0.5004295706748962,0.5238526463508606,0.7274142503738403,1.0468059384348036,1.4535796703476673,0.04471309983662142,0.93994140625,1.37841796875,0.3
h.0.attn.v_proj,attention,64,0.4573422074317932,0.47509583830833435,0.6742412447929382,1.0388191393404005,1.4742598295904992,0.0373685253479723,0.84423828125,1.19140625,0.3
h.0.attn.o_proj,attention,1,0.5139021873474121,0.5465995073318481,0.9355849027633667,1.0636255707593083,1.820550536265543,0.05981951967729282,0.71435546875,0.39892578125,0.82
h.0.attn.o_proj,attention,2,0.47744646668434143,0.5108593702316284,0.8859024047851562,1.0699825129701452,1.8555010176059403,0.06540528664892109,0.8115234375,0.7724609375,0.82
h.0.attn.o_proj,attention,4,0.4490727186203003,0.4736269414424896,0.8090049028396606,1.0546776096700508,1.801500891270329,0.051842960511085834,0.8095703125,0.875,0.82
h.0.attn.o_proj,attention,8,0.4171156883239746,0.43167844414711,0.7015023827552795,1.0349129899228926,1.6817933307040256,0.03373519345379361,0.77783203125,0.75537109375,0.82
h.0.attn.o_proj,attention,12,0.3941524028778076,0.4038833677768707,0.6290284395217896,1.024688330777676,1.5959015724097882,0.02409350242033015,0.7529296875,0.607421875,0.82
h.0.attn.o_proj,attention,16,0.374939888715744,0.3823169469833374,0.5784220099449158,1.0196753092685378,1.5427059839542416,0.01929566116752579,0.736328125,0.541015625,0.82
h.0.attn.o_proj,attention,24,0.34427469968795776,0.3491585850715637,0.516333281993866,1.0141860130530433,1.4997712073000367,0.013987584989797575,0.7265625,0.45849609375,0.82
h.0.attn.o_proj,attention,32,0.31973370909690857,0.3233110308647156,0.48124298453330994,1.011188441087151,1.5051368399427953,0.011064644958878267,0.71630859375,0.39404296875,0.82
h.0.attn.o_proj,attention,48,0.2812969982624054,0.28321754932403564,0.440015971660614,1.006827485090469,1.5642398403773545,0.006781186639790104,0.69287109375,0.2685546875,0.82
h.0.attn.o_proj,attention,64,0.25084927678108215,0.25202223658561707,0.4119967520236969,1.0046759544997954,1.6424075736253736,0.004654191711120803,0.6826171875,0.2021484375,0.82
h.0.mlp.c_fc,mlp,1,0.5149661898612976,0.6062331199645996,0.9284748435020447,1.1772289752224008,1.8029821409287523,0.15054758161123138,0.556640625,0.4814453125,0.76
h.0.mlp.c_fc,mlp,2,0.48584821820259094,0.5628795027732849,0.8839709758758545,1.1585501020373674,1.8194385463553409,0.13685217562757912,0.66552734375,0.8994140625,0.76
h.0.mlp.c_fc,mlp,4,0.46985140442848206,0.5188542008399963,0.8361530900001526,1.104294242710885,1.7796117711241763,0.0944442510674125,0.7001953125,1.06396484375,0.69
h.0.mlp.c_fc,mlp,8,0.4475582242012024,0.4749821424484253,0.7779078483581543,1.0612745264510977,1.7381154144727353,0.057736735334635525,0.5927734375,0.91796875,0.69
h.0.mlp.c_fc,mlp,12,0.43048208951950073,0.45041629672050476,0.7378056049346924,1.0463067051715307,1.713905462961822,0.044257295631054294,0.5361328125,0.82666015625,0.58
h.0.mlp.c_fc,mlp,16,0.41688066720962524,0.43267861008644104,0.7064465880393982,1.037895599674983,1.6946014617755516,0.0365119571629845,0.490234375,0.74853515625,0.58
h.0.mlp.c_fc,mlp,24,0.3948715329170227,0.4061535596847534,0.6576971411705017,1.0285713854437348,1.6655977611551667,0.02777773701278785,0.4521484375,0.67236328125,0.45
h.0.mlp.c_fc,mlp,32,0.37694182991981506,0.3857012093067169,0.6189146041870117,1.0232380136446124,1.6419366466138032,0.022710272033231393,0.41357421875,0.60302734375,0.45
h.0.mlp.c_fc,mlp,48,0.3479487895965576,0.3538227379322052,0.5603205561637878,1.0168816461251622,1.6103535144165113,0.016601387378255672,0.373046875,0.51806640625,0.3
h.0.mlp.c_fc,mlp,64,0.32406002283096313,0.3286297619342804,0.5135997533798218,1.0141015206485402,1.5848908140320868,0.01390543289938273,0.36181640625,0.482421875,0.3
h.0.mlp.down_proj,mlp,1,0.6699168682098389,0.7406756281852722,0.8349745869636536,1.1056231949562874,1.246385374941945,0.09553272347950648,0.7138671875,0.4931640625,0.69
h.0.mlp.down_proj,mlp,2,0.6380872130393982,0.7010958790779114,0.7844283580780029,1.0987461662777793,1.229343484790329,0.08987168220327135,0.81591796875,1.048828125,0.69
h.0.mlp.down_proj,mlp,4,0.6140223741531372,0.6620979309082031,0.7406509518623352,1.0782960992608324,1.2062279536374303,0.0726109454671161,0.8359375,1.28369140625,0.58
h.0.mlp.down_proj,mlp,8,0.5888760089874268,0.6238517761230469,0.7081350088119507,1.0593941111572214,1.2025197121370081,0.05606422627018637,0.80517578125,1.26513671875,0.3
h.0.mlp.down_proj,mlp,12,0.5700690746307373,0.5988219976425171,0.6902339458465576,1.0504376123725085,1.210790019251013,0.04801580958110463,0.7490234375,1.1708984375,0.3
h.0.mlp.down_proj,mlp,16,0.5540982484817505,0.5788928270339966,0.6753336787223816,1.0447476212389846,1.2187977142552258,0.042831034337190044,0.712890625,1.11865234375,0.3
h.0.mlp.down_proj,mlp,24,0.5269665122032166,0.546760082244873,0.6498485803604126,1.0375613432415292,1.233187622574788,0.03620156387494233,0.69775390625,1.076171875,0.3
h.0.mlp.down_proj,mlp,32,0.5040637850761414,0.5204287767410278,0.6277158856391907,1.0324661127210606,1.245310423450419,0.03144520902046488,0.6845703125,1.02685546875,0.3
h.0.mlp.down_proj,mlp,48,0.4653358459472656,0.47739383578300476,0.5894395709037781,1.025912445690044,1.2666971092757306,0.025257950421504805,0.6552734375,0.94091796875,0.3
h.0.mlp.down_proj,mlp,64,0.4327510893344879,0.4421345293521881,0.5562344789505005,1.0216832267993379,1.2853450693929231,0.021223042750017185,0.63134765625,0.86865234375,0.3
h.1.attn.q_proj,attention,1,0.5085623860359192,0.5879035592079163,0.8600847125053406,1.1560106986881906,1.6912078756146818,0.1349561027983801,0.876953125,0.61572265625,0.82
h.1.attn.q_proj,attention,2,0.45899900794029236,0.5332463979721069,0.7656770944595337,1.161759369295789,1.6681454234409472,0.13923655239711208,0.9013671875,1.15283203125,0.82
h.1.attn.q_proj,attention,4,0.4286845922470093,0.4840344488620758,0.6869592070579529,1.1291155726520112,1.6024816834614037,0.11435106890674696,0.89404296875,1.189453125,0.82
h.1.attn.q_proj,attention,8,0.39724427461624146,0.4303463101387024,0.645878791809082,1.0833291695756704,1.625898302582295,0.07691952909226063,0.83447265625,0.90185546875,0.82
h.1.attn.q_proj,attention,12,0.37386593222618103,0.3964178264141083,0.6217843890190125,1.0603208055188185,1.6631212833878803,0.05688920297032496,0.78125,0.673828125,0.82
h.1.attn.q_proj,attention,16,0.3547767698764801,0.3712606728076935,0.6028324961662292,1.0464627459598115,1.699188186351978,0.04439980891741735,0.74853515625,0.5205078125,0.82
h.1.attn.q_proj,attention,24,0.3237449526786804,0.3342221975326538,0.5721704363822937,1.032362650806705,1.7673493645171285,0.03134814183893264,0.705078125,0.35498046875,0.82
h.1.attn.q_proj,attention,32,0.29924461245536804,0.3067857027053833,0.5432504415512085,1.0252004211141479,1.8154059219102352,0.024580970310918326,0.697265625,0.275390625,0.45
